ずんだもん,いいね！
ずんだもん,その調子！
ずんだもん,素敵！
ずんだもん,いい感じ！
ずんだもん,グッド！
ずんだもん,ナイス！
ずんだもん,最高！
ずんだもん,完璧！
ずんだもん,素晴らしい！
ずんだもん,やったね！
ずんだもん,すごい！
ずんだもん,かっこいい！
ずんだもん,美しい！
ずんだもん,輝いてる！
ずんだもん,最高だよ！
ずんだもん,その調子！！
ずんだもん,素敵！！！
ずんだもん,完璧な笑顔！
ずんだもん,美しい笑顔！
ずんだもん,最高の表情！
ずんだもん,グレート！
ずんだもん,ファンタスティック！
ずんだもん,アメージング！
ずんだもん,パーフェクト！
ずんだもん,ブリリアント！
ずんだもん,エクセレント！
ずんだもん,ワンダフル！
ずんだもん,マーベラス！
ずんだもん,スペクタキュラー！
ずんだもん,インクレディブル！
ずんだもん,アウトスタンディング！
ずんだもん,最高だよ！！！
ずんだもん,完璧！！！
ずんだもん,その笑顔最高！！
ずんだもん,輝きすぎ！！
ずんだもん,神レベル！！
ずんだもん,伝説級！！
ずんだもん,奇跡の笑顔！！
ずんだもん,天使みたい！！
ずんだもん,スーパースター！！
ずんだもん,ダイヤモンド級！！
ずんだもん,プラチナ級！！
ずんだもん,ゴールド級！！
ずんだもん,レジェンド！！
ずんだもん,チャンピオン！！
ずんだもん,マスターピース！！
ずんだもん,芸術品！！
ずんだもん,宝石！！
ずんだもん,太陽みたい！！
ずんだもん,星より輝く！！
ずんだもん,魔法みたい！！
ずんだもん,夢のよう！！
ずんだもん,天国！！
ずんだもん,パラダイス！！
ずんだもん,ユートピア！！
ずんだもん,頑張って！
ずんだもん,大丈夫だよ！
ずんだもん,応援してる！
ずんだもん,君ならできる！
ずんだもん,負けないで！
ずんだもん,ファイト！
ずんだもん,がんばれ！
ずんだもん,元気出して！
ずんだもん,笑顔で！
ずんだもん,前向きに！
ずんだもん,希望を持って！
ずんだもん,明日は晴れる！
ずんだもん,きっと大丈夫！
ずんだもん,信じてる！
ずんだもん,一歩ずつ！
ずんだもん,大丈夫！笑顔で頑張ろう！
ずんだもん,きっとうまくいくよ！
ずんだもん,一緒に頑張ろう！
ずんだもん,君の力を信じてる！
ずんだもん,諦めないで！
ずんだもん,必ず乗り越えられる！
ずんだもん,強い心で！
ずんだもん,勇気を出して！
ずんだもん,希望を捨てないで！
ずんだもん,明るい未来が待ってる！
ずんだもん,笑顔が一番！
ずんだもん,君は特別だよ！
ずんだもん,奇跡は起こる！
ずんだもん,夢を諦めないで！
ずんだもん,愛されてるよ！
ずんだもん,価値ある存在！
ずんだもん,輝く星！
